   0.00000000       1.00000000E-30   1.00000000E-30
   4.99999989E-03              NaN              NaN
   9.99999978E-03              NaN              NaN
   1.49999997E-02              NaN              NaN
   1.99999996E-02              NaN              NaN
   2.49999985E-02              NaN              NaN
   2.99999975E-02              NaN              NaN
   3.49999964E-02              NaN              NaN
   3.99999954E-02              NaN              NaN
   4.49999943E-02              NaN              NaN
   4.99999933E-02              NaN              NaN
   5.49999923E-02              NaN              NaN
   5.99999912E-02              NaN              NaN
   6.49999902E-02              NaN              NaN
   6.99999928E-02              NaN              NaN
   7.49999955E-02              NaN              NaN
   7.99999982E-02              NaN              NaN
   8.50000009E-02              NaN              NaN
   9.00000036E-02              NaN              NaN
   9.50000063E-02              NaN              NaN
  0.100000009                  NaN              NaN
  0.105000012                  NaN              NaN
  0.110000014                  NaN              NaN
  0.115000017                  NaN              NaN
  0.120000020                  NaN              NaN
  0.125000015                  NaN              NaN
  0.130000010                  NaN              NaN
  0.135000005                  NaN              NaN
  0.140000001                  NaN              NaN
  0.144999996                  NaN              NaN
  0.149999991                  NaN              NaN
  0.154999986                  NaN              NaN
  0.159999982                  NaN              NaN
  0.164999977                  NaN              NaN
  0.169999972                  NaN              NaN
  0.174999967                  NaN              NaN
  0.179999962                  NaN              NaN
  0.184999958                  NaN              NaN
  0.189999953                  NaN              NaN
  0.194999948                  NaN              NaN
  0.199999943                  NaN              NaN
  0.204999939                  NaN              NaN
  0.209999934                  NaN              NaN
  0.214999929                  NaN              NaN
  0.219999924                  NaN              NaN
  0.224999920                  NaN              NaN
  0.229999915                  NaN              NaN
  0.234999910                  NaN              NaN
  0.239999905                  NaN              NaN
  0.244999900                  NaN              NaN
  0.249999896                  NaN              NaN
  0.254999906                  NaN              NaN
  0.259999901                  NaN              NaN
  0.264999896                  NaN              NaN
  0.269999892                  NaN              NaN
  0.274999887                  NaN              NaN
  0.279999882                  NaN              NaN
  0.284999877                  NaN              NaN
  0.289999872                  NaN              NaN
  0.294999868                  NaN              NaN
  0.299999863                  NaN              NaN
  0.304999858                  NaN              NaN
  0.309999853                  NaN              NaN
  0.314999849                  NaN              NaN
  0.319999844                  NaN              NaN
  0.324999839                  NaN              NaN
  0.329999834                  NaN              NaN
  0.334999830                  NaN              NaN
  0.339999825                  NaN              NaN
  0.344999820                  NaN              NaN
  0.349999815                  NaN              NaN
  0.354999810                  NaN              NaN
  0.359999806                  NaN              NaN
  0.364999801                  NaN              NaN
  0.369999796                  NaN              NaN
  0.374999791                  NaN              NaN
  0.379999787                  NaN              NaN
  0.384999782                  NaN              NaN
  0.389999777                  NaN              NaN
  0.394999772                  NaN              NaN
  0.399999768                  NaN              NaN
  0.404999763                  NaN              NaN
  0.409999758                  NaN              NaN
  0.414999753                  NaN              NaN
  0.419999748                  NaN              NaN
  0.424999744                  NaN              NaN
  0.429999739                  NaN              NaN
  0.434999734                  NaN              NaN
  0.439999729                  NaN              NaN
  0.444999725                  NaN              NaN
  0.449999720                  NaN              NaN
  0.454999715                  NaN              NaN
  0.459999710                  NaN              NaN
  0.464999706                  NaN              NaN
  0.469999701                  NaN              NaN
  0.474999696                  NaN              NaN
  0.479999691                  NaN              NaN
  0.484999686                  NaN              NaN
  0.489999682                  NaN              NaN
  0.494999677                  NaN              NaN
  0.499999672                  NaN              NaN
  0.504999697                  NaN              NaN
  0.509999692                  NaN              NaN
  0.514999688                  NaN              NaN
  0.519999683                  NaN              NaN
  0.524999678                  NaN              NaN
  0.529999673                  NaN              NaN
  0.534999669                  NaN              NaN
  0.539999664                  NaN              NaN
  0.544999659                  NaN              NaN
  0.549999654                  NaN              NaN
  0.554999650                  NaN              NaN
  0.559999645                  NaN              NaN
  0.564999640                  NaN              NaN
  0.569999635                  NaN              NaN
  0.574999630                  NaN              NaN
  0.579999626                  NaN              NaN
  0.584999621                  NaN              NaN
  0.589999616                  NaN              NaN
  0.594999611                  NaN              NaN
  0.599999607                  NaN              NaN
  0.604999602                  NaN              NaN
  0.609999597                  NaN              NaN
  0.614999592                  NaN              NaN
  0.619999588                  NaN              NaN
  0.624999583                  NaN              NaN
  0.629999578                  NaN              NaN
  0.634999573                  NaN              NaN
  0.639999568                  NaN              NaN
